"distance","MunicipalPcode.A","MunicipalPcode.B"
371364.358691006,"TTO","MIO"
366887.976381172,"TTO","BUS"
374133.391413771,"TTO","DPL"
382925.607615513,"TTO","SNO"
360230.57522836,"TTO","BOA"
359417.559712917,"TTO","ORL"
368198.205624291,"TTO","AMU"
434424.469901367,"TTO","KAL"
424456.988783639,"TTO","CNN"
420052.178090418,"TTO","ROD"
430948.866396813,"TTO","SLM"
432654.71071207,"TTO","LUN"
431354.109775206,"TTO","GGM"
426462.057589846,"TTO","BIN"
415706.158470055,"TTO","BTC"
404615.803275968,"TTO","SC2"
406007.262410498,"TTO","MEY"
411222.190863264,"TTO","AGT"
395038.650022482,"TTO","PSL"
397630.398689366,"TTO","LAO"
416471.665849784,"TTO","BLC"
405135.466090216,"TTO","VZA"
406934.063440804,"TTO","VIG"
410295.299924152,"TTO","CND"
414355.999557178,"TTO","LAC"
406714.776833818,"TTO","4BA"
398032.650350725,"TTO","BUN"
415855.569254007,"TTO","BMB"
402310.104778731,"TTO","CBT"
381251.400909542,"TTO","ARI"
337671.944289843,"TTO","TNY"
371329.905158874,"TTO","KIW"
358284.960052114,"TTO","TBC"
367014.989866587,"TTO","URD"
382325.801512348,"TTO","IBA"
369027.330468823,"TTO","TOB"
355902.9701235,"TTO","KLM"
360584.888079157,"TTO","DUL"
331458.677718998,"TTO","PGB"
374904.029163362,"TTO","CDY"
338790.388276436,"TTO","TLS"
359286.49243296,"TTO","ANT"
401006.803708353,"TTO","TGL"
385701.865202904,"TTO","KOL"
404641.262928833,"TTO","MIN"
395661.294184488,"TTO","CAI"
391684.498971061,"TTO","MSA"
394161.933162303,"TTO","KAR"
397568.91345062,"TTO","BAR"
409478.029742434,"TTO","KIN"
399504.390054566,"TTO","SIR"
404917.649045523,"TTO","BAN"
374811.912539854,"TTO","IGN"
377416.157136663,"TTO","SDG"
386927.264110499,"TTO","MTI"
228071.072689926,"TTO","HNG"
236591.91680052,"TTO","TIA"
181069.517654755,"TTO","SPB"
162649.135737265,"TTO","LIG"
254532.609290666,"TTO","SAG"
191775.451020208,"TTO","NAL"
226596.196693619,"TTO","DPG"
289890.545270229,"TTO","MEX"
269069.627741162,"TTO","SAR"
282434.63041689,"TTO","NAB"
296884.817639972,"TTO","LUE"
334064.949307565,"TTO","HNB"
314870.842231246,"TTO","LEG"
297665.174104924,"TTO","VIC"
243690.400501005,"TTO","NAC"
274681.790227025,"TTO","VTO"
105387.974461297,"TTO","BOR"
154989.839934449,"TTO","LPO"
89895.3447658142,"TTO","BNG"
74901.6411481254,"TTO","NOR"
136094.286036804,"TTO","TGD"
92508.3850620351,"TTO","BCT"
119248.138777713,"TTO","PPP"
0,"TTO","TTO"
72531.1197216694,"TTO","DIN"
32155.5987458312,"TTO","HIL"
59150.071237301,"TTO","SAI"
54651.8349533567,"TTO","ARY"
75696.8337545614,"TTO","TOO"
36636.8639900602,"TTO","BSO"
406971.069842675,"TTO","BUR"
416006.167798831,"TTO","PPB"
402692.803934026,"TTO","LAB"
403857.051785655,"TTO","PNB"
409365.765902368,"TTO","BCL"
394221.406667655,"TTO","PMT"
398531.018107883,"TTO","TGW"
408884.171243199,"TTO","CDB"
412919.503668517,"TTO","XSO"
404405.448188549,"TTO","BMN"
391948.176877177,"TTO","TGT"
380178.33995644,"TTO","PDC"
381894.795436512,"TTO","CUR"
381901.251568932,"TTO","ZAM"
389243.314602352,"TTO","AOO"
398090.14148376,"TTO","SIY"
391482.101750607,"TTO","DIC"
390842.246919267,"TTO","PAG"
399451.663675496,"TTO","MSB"
383876.173293523,"TTO","KAS"
398315.191372952,"TTO","VTL"
389543.959782408,"TTO","CGP"
405339.876763144,"TTO","SMA"
396117.867240235,"TTO","BLU"
392235.668107176,"TTO","SJI"
400312.142715075,"TTO","KUM"
389271.848202079,"TTO","CLM"
226668.648429581,"TTO","TON"
170274.75347371,"TTO","GUN"
191130.010239269,"TTO","UPT"
166327.537496728,"TTO","DAR"
280825.230602494,"TTO","LOB"
233835.853546133,"TTO","LEY"
260147.267179979,"TTO","ALB"
225693.498803869,"TTO","TAL"
206732.753867628,"TTO","FLB"
258606.016452352,"TTO","ANG"
440943.484486303,"TTO","LTB"
425714.580465142,"TTO","BAY"
430288.992649914,"TTO","PTR"
454747.169559269,"TTO","MAN"
435838.813228044,"TTO","HIM"
446196.285184926,"TTO","SMR"
432566.958414801,"TTO","IRN"
422595.941096917,"TTO","SSI"
418523.097604438,"TTO","TLD"
391502.672432856,"TTO","PGA"
412840.16022712,"TTO","LUB"
415649.307992231,"TTO","PGS"
432530.703010336,"TTO","POR"
419872.916199679,"TTO","MLB"
437717.21722241,"TTO","SOR"
428550.129688775,"TTO","TAS"
445656.546065257,"TTO","TLG"
403298.24640673,"TTO","PAN"
405350.028313103,"TTO","CDO"
357651.045047038,"TTO","OTP"
401531.982385847,"TTO","OZC"
410699.785986077,"TTO","GAP"
412996.212083173,"TTO","TBU"
418131.143118234,"TTO","TIW"
373464.578159966,"TTO","CAV"
387639.078660888,"TTO","SAE"
362863.599659809,"TTO","SPO"
398658.037133293,"TTO","MLL"
375835.140845649,"TTO","ABU"
452321.373616698,"TTO","TUI"
437202.658693708,"TTO","SAM"
450547.172178006,"TTO","MLO"
452527.895156609,"TTO","MPH"
463744.980651935,"TTO","ROM"
468936.502656486,"TTO","AAV"
459546.272242623,"DIN","MNL"
380136.569926899,"DIN","CHO"
403027.475879922,"DIN","IND"
357880.595066526,"DIN","STO"
382187.146696442,"DIN","TZA"
404588.552871782,"DIN","MNU"
387632.434138966,"DIN","VIL"
380468.215129411,"DIN","SIL"
365543.189725692,"DIN","NAN"
351718.636394079,"DIN","STF"
336714.191231124,"DIN","NAI"
369500.50392475,"DIN","GTR"
349716.184539078,"DIN","NOV"
339116.259348383,"DIN","MIC"
353137.715341363,"DIN","DAS"
413976.869021692,"DIN","TAC"
433048.438426284,"DIN","MRA"
427752.046982788,"DIN","TEN"
442261.811435219,"DIN","MAU"
419461.023334317,"DIN","PLW"
439537.798217625,"DIN","PIL"
430840.104480573,"DIN","GUA"
405478.482862431,"DIN","KWT"
381605.803183997,"DIN","AMA"
397449.577264205,"DIN","TAR"
386698.595694693,"DIN","MBC"
400459.72586062,"DIN","MTN"
395199.620153984,"DIN","PLL"
334009.208046742,"DIN","MNI"
317340.853687195,"DIN","SUT"
297752.922758064,"DIN","CAR"
297415.158890316,"DIN","MTP"
321423.019326125,"DIN","BOO"
336494.033580024,"DIN","CGI"
295645.95390936,"DIN","ODI"
346127.78460073,"DIN","IMU"
320144.445016207,"DIN","KLR"
358046.91594159,"DIN","APN"
346001.928559107,"DIN","TAT"
345570.740266399,"DIN","BAC"
358329.913990821,"DIN","RSO"
466139.262468099,"DIN","STT"
457411.186884984,"DIN","CLT"
453886.605984227,"DIN","SJ2"
450464.129019043,"DIN","TAA"
449166.064053399,"DIN","STS"
451137.305797899,"DIN","BLY"
462211.81461097,"DIN","CLG"
438107.878264952,"DIN","LBA"
448757.288801592,"DIN","PGC"
315395.223187675,"DIN","GUM"
391552.869088557,"DIN","LAU"
432747.416014028,"DIN","ALM"
441604.790299212,"DIN","MLV"
437795.36488404,"DIN","NUG"
423957.585606497,"DIN","AGO"
393083.193656869,"DIN","STA"
422716.295877511,"DIN","TNA"
390201.833307161,"DIN","CPC"
451411.252225424,"DIN","BTG"
440304.127914596,"DIN","PAR"
442278.805009087,"DIN","CRA"
420636.078361259,"DIN","QPT"
435153.575938861,"DIN","LBO"
402335.204246392,"DIN","ALI"
397156.971375739,"DIN","IBN"
469211.038907339,"DIN","BAU"
475381.895285235,"DIN","LEM"
463194.687808114,"DIN","LIP"
461928.19828313,"DIN","SAY"
457037.469690812,"DIN","MCB"
482078.065173074,"DIN","APA"
497635.933026274,"DIN","CUE"
488734.139465254,"DIN","NHV"
466535.881110984,"DIN","TUY"
466425.139612002,"DIN","AQE"
460099.12375551,"DIN","MTK"
387431.931759422,"DIN","PCA"
407041.795122878,"DIN","TAB"
407795.01561174,"DIN","RXS"
374049.84079111,"DIN","BAT"
353219.500727687,"DIN","BRP"
374372.697817011,"DIN","CUG"
337393.412987206,"DIN","BOP"
363536.834074332,"DIN","SLU"
396191.826000762,"DIN","NAP"
378937.45604888,"DIN","GHG"
416309.383894557,"DIN","TAY"
421751.301792252,"DIN","LZB"
408190.933112657,"DIN","BRT"
437898.486046149,"DIN","TUG"
422216.935921484,"DIN","LOP"
433350.708941648,"DIN","RZP"
427639.615283438,"DIN","NAR"
386649.73299578,"DIN","BTS"
386788.386713382,"DIN","SFS"
233662.185010659,"DIN","SIA"
159611.143393133,"DIN","STR"
356608.929675661,"DIN","BLT"
313210.842935604,"DIN","RTB"
390572.079314375,"DIN","KAT"
388667.876437043,"DIN","ORI"
405186.573193223,"DIN","MAB"
351727.883566386,"DIN","KIP"
430417.393234184,"DIN","CGY"
429182.039451747,"DIN","POL"
435822.855057313,"DIN","ALC"
439011.697148316,"DIN","FAM"
426534.130883269,"DIN","EUQ"
365234.303278505,"DIN","ALE"
342234.016064273,"DIN","CSB"
306937.964111242,"DIN","AHE"
347498.087262788,"DIN","CFA"
281742.153662169,"DIN","CLB"
423920.217797028,"DIN","BNA"
421167.579329632,"DIN","MIO"
420634.508228534,"DIN","BUS"
427688.394455706,"DIN","DPL"
435706.352211999,"DIN","SNO"
408978.204757942,"DIN","BOA"
406352.2737089,"DIN","ORL"
415392.329558779,"DIN","AMU"
480078.924244448,"DIN","KAL"
469162.707037312,"DIN","CNN"
462002.13372865,"DIN","ROD"
475097.009235926,"DIN","SLM"
475130.096471332,"DIN","LUN"
472198.707055851,"DIN","GGM"
472769.956682778,"DIN","BIN"
463962.427440418,"DIN","BTC"
452788.288289019,"DIN","SC2"
455211.554756775,"DIN","MEY"
458844.126057797,"DIN","AGT"
444137.911284679,"DIN","PSL"
445963.139223891,"DIN","LAO"
461235.34631435,"DIN","BLC"
449081.465869297,"DIN","VZA"
452006.217300518,"DIN","VIG"
453033.869483371,"DIN","CND"
460020.479251826,"DIN","LAC"
453493.393622824,"DIN","4BA"
445462.866168406,"DIN","BUN"
462187.540475847,"DIN","BMB"
448163.362766106,"DIN","CBT"
419137.549454648,"DIN","ARI"
376150.141449438,"DIN","TNY"
407450.997936436,"DIN","KIW"
396378.438352278,"DIN","TBC"
402052.387535772,"DIN","URD"
417706.625784099,"DIN","IBA"
406289.873868484,"DIN","TOB"
397300.683518557,"DIN","KLM"
405909.26127134,"DIN","DUL"
373228.136130433,"DIN","PGB"
418484.507946731,"DIN","CDY"
383042.562341842,"DIN","TLS"
403133.497703686,"DIN","ANT"
434765.455315889,"DIN","TGL"
417612.012518298,"DIN","KOL"
439794.484387939,"DIN","MIN"
430656.792143119,"DIN","CAI"
425555.017080913,"DIN","MSA"
430887.196315217,"DIN","KAR"
438138.735988487,"DIN","BAR"
450120.064828288,"DIN","KIN"
437437.022401934,"DIN","SIR"
443985.819160716,"DIN","BAN"
414436.585135541,"DIN","IGN"
418981.9703264,"DIN","SDG"
427573.635657142,"DIN","MTI"
187165.032392452,"DIN","HNG"
202290.223052918,"DIN","TIA"
137167.905168279,"DIN","SPB"
107746.636742594,"DIN","LIG"
203577.032114514,"DIN","SAG"
158738.748551389,"DIN","NAL"
173204.177263063,"DIN","DPG"
237509.95844227,"DIN","MEX"
211052.224793252,"DIN","SAR"
235172.333905891,"DIN","NAB"
239013.825518256,"DIN","LUE"
270336.873211043,"DIN","HNB"
254563.091390458,"DIN","LEG"
234724.487389618,"DIN","VIC"
218673.403094803,"DIN","NAC"
234000.19879022,"DIN","VTO"
116269.22015921,"DIN","BOR"
138495.198045113,"DIN","LPO"
52759.0267000129,"DIN","BNG"
94214.0959728771,"DIN","NOR"
140218.095169489,"DIN","TGD"
79548.1986225408,"DIN","BCT"
67057.4990227132,"DIN","PPP"
72531.1197216694,"DIN","TTO"
0,"DIN","DIN"
40725.5730911612,"DIN","HIL"
32882.3935706255,"DIN","SAI"
78837.5852031218,"DIN","ARY"
30653.4340071322,"DIN","TOO"
54067.3798362355,"DIN","BSO"
461223.437320817,"DIN","BUR"
470743.084164288,"DIN","PPB"
459272.677669447,"DIN","LAB"
459241.954330576,"DIN","PNB"
462367.779675507,"DIN","BCL"
451214.803384798,"DIN","PMT"
454730.459996154,"DIN","TGW"
459663.082081856,"DIN","CDB"
464930.935456877,"DIN","XSO"
455284.252541098,"DIN","BMN"
447029.291189264,"DIN","TGT"
434651.426004618,"DIN","PDC"
437011.187052819,"DIN","CUR"
435794.716300998,"DIN","ZAM"
445136.711900034,"DIN","AOO"
452904.689309718,"DIN","SIY"
445400.094033636,"DIN","DIC"
444273.255049986,"DIN","PAG"
453581.872363533,"DIN","MSB"
437207.645372604,"DIN","KAS"
451125.792074387,"DIN","VTL"
441708.540166287,"DIN","CGP"
457511.545776692,"DIN","SMA"
446085.960304258,"DIN","BLU"
443567.085708484,"DIN","SJI"
452091.370344136,"DIN","KUM"
439784.012686175,"DIN","CLM"
235979.52923664,"DIN","TON"
186410.13781451,"DIN","GUN"
190942.281525824,"DIN","UPT"
169691.401934423,"DIN","DAR"
280553.263096125,"DIN","LOB"
224599.418965929,"DIN","LEY"
264284.974803715,"DIN","ALB"
248766.970154284,"DIN","TAL"
234650.634774705,"DIN","FLB"
278519.291240283,"DIN","ANG"
512488.027591322,"DIN","LTB"
497803.702671305,"DIN","BAY"
501639.517212086,"DIN","PTR"
525406.735781882,"DIN","MAN"
506882.580709644,"DIN","HIM"
517241.216328294,"DIN","SMR"
504436.758920406,"DIN","IRN"
494283.272650314,"DIN","SSI"
488680.987035602,"DIN","TLD"
461674.516244357,"DIN","PGA"
482485.817430386,"DIN","LUB"
486498.83038287,"DIN","PGS"
502759.226295471,"DIN","POR"
491209.597751682,"DIN","MLB"
508297.43009684,"DIN","SOR"
499403.459809839,"DIN","TAS"
516236.154612513,"DIN","TLG"
475148.294478041,"DIN","PAN"
476709.20510831,"DIN","CDO"
429807.133201982,"DIN","OTP"
473906.12762527,"DIN","OZC"
482836.07886089,"DIN","GAP"
485380.157856311,"DIN","TBU"
490419.302558636,"DIN","TIW"
445894.219271365,"DIN","CAV"
459081.477218548,"DIN","SAE"
434354.434619793,"DIN","SPO"
469667.923770143,"DIN","MLL"
446551.660927773,"DIN","ABU"
521694.799796374,"DIN","TUI"
506131.950807888,"DIN","SAM"
520479.227247465,"DIN","MLO"
521252.635402546,"DIN","MPH"
534100.73490793,"DIN","ROM"
538932.811092473,"DIN","AAV"
420155.765236604,"HIL","MNL"
358736.055894169,"HIL","CHO"
380127.076630934,"HIL","IND"
332565.269241721,"HIL","STO"
361738.282733589,"HIL","TZA"
382895.589397457,"HIL","MNU"
363723.548400994,"HIL","VIL"
356793.121016551,"HIL","SIL"
347294.301522897,"HIL","NAN"
333114.528752904,"HIL","STF"
316647.597696866,"HIL","NAI"
353862.531301165,"HIL","GTR"
329396.031777923,"HIL","NOV"
320193.446139635,"HIL","MIC"
336595.845881337,"HIL","DAS"
393994.363242561,"HIL","TAC"
415227.968992716,"HIL","MRA"
406832.989827679,"HIL","TEN"
423644.527869308,"HIL","MAU"
401482.990434975,"HIL","PLW"
419201.530393653,"HIL","PIL"
411452.401274969,"HIL","GUA"
387343.678254345,"HIL","KWT"
364124.027420238,"HIL","AMA"
378289.191533907,"HIL","TAR"
367922.996286847,"HIL","MBC"
380096.945366353,"HIL","MTN"
377840.400416538,"HIL","PLL"
319403.874978128,"HIL","MNI"
302990.207115224,"HIL","SUT"
275918.926112623,"HIL","CAR"
277757.9702985,"HIL","MTP"
313208.41238769,"HIL","BOO"
325931.821548178,"HIL","CGI"
284272.17438997,"HIL","ODI"
324363.283994225,"HIL","IMU"
294841.541626368,"HIL","KLR"
334976.03505107,"HIL","APN"
322239.749644602,"HIL","TAT"
333423.932267051,"HIL","BAC"
344401.757625355,"HIL","RSO"
426276.707065391,"HIL","STT"
417773.664786365,"HIL","CLT"
414391.169803543,"HIL","SJ2"
410831.350843086,"HIL","TAA"
409695.602133113,"HIL","STS"
411729.952120969,"HIL","BLY"
423011.111626104,"HIL","CLG"
398748.791444765,"HIL","LBA"
409424.002706406,"HIL","PGC"
274708.173716631,"HIL","GUM"
351340.722310783,"HIL","LAU"
393024.877646752,"HIL","ALM"
401595.493236637,"HIL","MLV"
397969.005685898,"HIL","NUG"
384843.324398251,"HIL","AGO"
354351.621272091,"HIL","STA"
383993.490548364,"HIL","TNA"
351097.142810275,"HIL","CPC"
412349.762819266,"HIL","BTG"
401272.983878063,"HIL","PAR"
403572.923042836,"HIL","CRA"
382426.766438458,"HIL","QPT"
396880.185602921,"HIL","LBO"
364107.643446337,"HIL","ALI"
359497.701563536,"HIL","IBN"
430465.058307101,"HIL","BAU"
436570.175859398,"HIL","LEM"
424187.037463011,"HIL","LIP"
423135.11646946,"HIL","SAY"
418534.647365521,"HIL","MCB"
442694.833964931,"HIL","APA"
458061.378958333,"HIL","CUE"
448947.585557399,"HIL","NHV"
427085.41755491,"HIL","TUY"
426826.450266776,"HIL","AQE"
420545.302343327,"HIL","MTK"
352884.462677039,"HIL","PCA"
373508.376513373,"HIL","TAB"
373397.596828592,"HIL","RXS"
340262.479878142,"HIL","BAT"
317890.689307674,"HIL","BRP"
338414.357166588,"HIL","CUG"
299749.379419554,"HIL","BOP"
326330.021251058,"HIL","SLU"
359728.344125361,"HIL","NAP"
341845.287832735,"HIL","GHG"
382697.937377519,"HIL","TAY"
387863.633461128,"HIL","LZB"
372734.321719475,"HIL","BRT"
403356.935662766,"HIL","TUG"
387649.288420611,"HIL","LOP"
399405.653520463,"HIL","RZP"
393609.632578125,"HIL","NAR"
353596.018216621,"HIL","BTS"
353439.727880426,"HIL","SFS"
194797.905629997,"HIL","SIA"
124378.321985932,"HIL","STR"
322618.055538124,"HIL","BLT"
279461.841921793,"HIL","RTB"
358858.8298546,"HIL","KAT"
358639.913025537,"HIL","ORI"
372465.83142685,"HIL","MAB"
322942.394197035,"HIL","KIP"
400338.729478488,"HIL","CGY"
398403.262422215,"HIL","POL"
408001.07550314,"HIL","ALC"
410127.947446843,"HIL","FAM"
397303.355902498,"HIL","EUQ"
333467.411756313,"HIL","ALE"
309919.676282558,"HIL","CSB"
278331.629745823,"HIL","AHE"
316570.51489858,"HIL","CFA"
251444.169645635,"HIL","CLB"
391788.624468097,"HIL","BNA"
389856.510399788,"HIL","MIO"
387438.805658051,"HIL","BUS"
394596.605033621,"HIL","DPL"
402997.045411438,"HIL","SNO"
378149.195374704,"HIL","BOA"
376398.71371477,"HIL","ORL"
385335.146080086,"HIL","AMU"
450920.93516957,"HIL","KAL"
440454.186416127,"HIL","CNN"
434655.440862171,"HIL","ROD"
446678.277406425,"HIL","SLM"
447548.317373663,"HIL","LUN"
445431.446264051,"HIL","GGM"
443274.415595716,"HIL","BIN"
433491.725878682,"HIL","BTC"
422336.666708129,"HIL","SC2"
424261.404408459,"HIL","MEY"
428674.243117218,"HIL","AGT"
413216.903863974,"HIL","PSL"
415419.296862505,"HIL","LAO"
432481.426898604,"HIL","BLC"
420707.22248895,"HIL","VZA"
423079.248374472,"HIL","VIG"
425271.285022566,"HIL","CND"
430817.405092998,"HIL","LAC"
423726.904414915,"HIL","4BA"
415359.421169162,"HIL","BUN"
432659.086435522,"HIL","BMB"
418841.547019165,"HIL","CBT"
393730.532212356,"HIL","ARI"
350299.387825471,"HIL","TNY"
382905.268526057,"HIL","KIW"
370793.842825645,"HIL","TBC"
378042.132675016,"HIL","URD"
393572.173940627,"HIL","IBA"
381159.328024396,"HIL","TOB"
370057.647701604,"HIL","KLM"
376744.180915615,"HIL","DUL"
345718.96689131,"HIL","PGB"
390215.874967253,"HIL","CDY"
354337.622272433,"HIL","TLS"
374689.835782244,"HIL","ANT"
411516.36359265,"HIL","TGL"
395263.793217302,"HIL","KOL"
415842.82936357,"HIL","MIN"
406759.496512572,"HIL","CAI"
402220.35937874,"HIL","MSA"
406105.582008725,"HIL","KAR"
411428.14666971,"HIL","BAR"
423403.438034688,"HIL","KIN"
412059.02152825,"HIL","SIR"
418049.060410626,"HIL","BAN"
388136.065994991,"HIL","IGN"
391719.381452949,"HIL","SDG"
400796.27176815,"HIL","MTI"
205066.121854072,"HIL","HNG"
216119.186252466,"HIL","TIA"
156436.236933035,"HIL","SPB"
134262.061190966,"HIL","LIG"
228203.496123443,"HIL","SAG"
171201.711294178,"HIL","NAL"
199282.096003429,"HIL","DPG"
263248.820093281,"HIL","MEX"
240481.740170307,"HIL","SAR"
257544.308506513,"HIL","NAB"
268435.213451992,"HIL","LUE"
303855.845972455,"HIL","HNB"
285685.56483467,"HIL","LEG"
267631.943998391,"HIL","VIC"
226905.841178331,"HIL","NAC"
252133.579973357,"HIL","VTO"
100756.397302642,"HIL","BOR"
140085.259453954,"HIL","LPO"
63945.1232753049,"HIL","BNG"
72413.4971239083,"HIL","NOR"
129602.814977049,"HIL","TGD"
75811.6421051076,"HIL","BCT"
90716.1598215572,"HIL","PPP"
32155.5987458312,"HIL","TTO"
40725.5730911612,"HIL","DIN"
0,"HIL","HIL"
36557.5423563101,"HIL","SAI"
52451.0380174475,"HIL","ARY"
46034.2059983799,"HIL","TOO"
23823.0789958534,"HIL","BSO"
427858.482649777,"HIL","BUR"
437163.023369206,"HIL","PPB"
424810.930908693,"HIL","LAB"
425339.553307464,"HIL","PNB"
429599.260347021,"HIL","BCL"
416549.440314099,"HIL","PMT"
420439.774612745,"HIL","TGW"
427957.679933965,"HIL","CDB"
432640.951574299,"HIL","XSO"
423522.718875388,"HIL","BMN"
413250.98497149,"HIL","TGT"
401138.699129102,"HIL","PDC"
403200.019118765,"HIL","CUR"
402557.565944157,"HIL","ZAM"
410974.682608615,"HIL","AOO"
419261.137679096,"HIL","SIY"
412167.950138009,"HIL","DIC"
411270.124032801,"HIL","PAG"
420262.724922777,"HIL","MSB"
404239.280151918,"HIL","KAS"
418429.836251767,"HIL","VTL"
409304.379525957,"HIL","CGP"
425132.132585407,"HIL","SMA"
414747.27898449,"HIL","BLU"
411565.844900801,"HIL","SJI"
419890.713016647,"HIL","KUM"
408169.930192029,"HIL","CLM"
224472.807178354,"HIL","TON"
170410.024862791,"HIL","GUN"
184082.960935046,"HIL","UPT"
160368.686252263,"HIL","DAR"
274846.049961522,"HIL","LOB"
223471.307865426,"HIL","LEY"
255954.118710661,"HIL","ALB"
230006.905329918,"HIL","TAL"
213215.993836331,"HIL","FLB"
261713.365296079,"HIL","ANG"
471858.716074713,"HIL","LTB"
457083.14156956,"HIL","BAY"
461056.079798576,"HIL","PTR"
485022.489505034,"HIL","MAN"
466381.887420317,"HIL","HIM"
476741.189314311,"HIL","SMR"
463743.180793907,"HIL","IRN"
453622.419536219,"HIL","SSI"
448453.277022992,"HIL","TLD"
421436.909113659,"HIL","PGA"
442432.447707606,"HIL","LUB"
446052.116714081,"HIL","PGS"
462510.510548884,"HIL","POR"
450628.855765413,"HIL","MLB"
467935.828267447,"HIL","SOR"
458957.17828052,"HIL","TAS"
475875.801999073,"HIL","TLG"
434456.95584443,"HIL","PAN"
436121.658974248,"HIL","CDO"
389082.289370267,"HIL","OTP"
433196.217857719,"HIL","OZC"
442112.375072395,"HIL","GAP"
444672.402934938,"HIL","TBU"
449696.66323486,"HIL","TIW"
405202.148214299,"HIL","CAV"
418472.304204707,"HIL","SAE"
393732.0085681,"HIL","SPO"
429172.790248525,"HIL","MLL"
406138.930961078,"HIL","ABU"
481747.621711271,"HIL","TUI"
466344.431841241,"HIL","SAM"
480333.902568122,"HIL","MLO"
481546.05594309,"HIL","MPH"
493814.834530089,"HIL","ROM"
498768.49814807,"HIL","AAV"
450723.066556937,"SAI","MNL"
394681.473887541,"SAI","CHO"
416337.048612414,"SAI","IND"
369031.94295932,"SAI","STO"
397494.941696889,"SAI","TZA"
418909.771448658,"SAI","MNU"
400061.003149124,"SAI","VIL"
393098.728780705,"SAI","SIL"
382514.113804773,"SAI","NAN"
368411.983925846,"SAI","STF"
352280.870308489,"SAI","NAI"
388331.516698126,"SAI","GTR"
365098.04117944,"SAI","NOV"
355557.678665814,"SAI","MIC"
371322.60740088,"SAI","DAS"
429672.916005243,"SAI","TAC"
450392.564048077,"SAI","MRA"
442715.00093826,"SAI","TEN"
459021.328646659,"SAI","MAU"
436679.237520765,"SAI","PLW"
454971.746401489,"SAI","PIL"
447007.418684579,"SAI","GUA"
422570.04748112,"SAI","KWT"
399152.782682077,"SAI","AMA"
413766.633406894,"SAI","TAR"
403297.415212604,"SAI","MBC"
415848.49345614,"SAI","MTN"
412847.947690096,"SAI","PLL"
353488.642466277,"SAI","MNI"
336961.539710023,"SAI","SUT"
311874.655331137,"SAI","CAR"
313249.063431463,"SAI","MTP"
344760.906413433,"SAI","BOO"
358513.606312798,"SAI","CGI"
317100.81943349,"SAI","ODI"
360351.301294049,"SAI","IMU"
331293.440121789,"SAI","KLR"
371187.432441049,"SAI","APN"
358539.29872928,"SAI","TAT"
366644.51450259,"SAI","BAC"
378289.519795016,"SAI","RSO"
455770.701214273,"SAI","STT"
447827.167536164,"SAI","CLT"
444756.756992035,"SAI","SJ2"
440907.309394106,"SAI","TAA"
440120.419564692,"SAI","STS"
442277.951223872,"SAI","BLY"
453928.316752514,"SAI","CLG"
429413.030339599,"SAI","LBA"
440119.19956699,"SAI","PGC"
300686.729197869,"SAI","GUM"
379924.250235364,"SAI","LAU"
422926.324243316,"SAI","ALM"
430726.512121845,"SAI","MLV"
427606.41439398,"SAI","NUG"
415975.372296229,"SAI","AGO"
386142.675692016,"SAI","STA"
415741.707783918,"SAI","TNA"
382312.208554452,"SAI","CPC"
443524.012583009,"SAI","BTG"
432515.670678387,"SAI","PAR"
435313.060505855,"SAI","CRA"
414855.666532985,"SAI","QPT"
429207.826354816,"SAI","LBO"
396546.026610306,"SAI","ALI"
392572.026910707,"SAI","IBN"
462106.426733013,"SAI","BAU"
468104.98510541,"SAI","LEM"
455431.953746197,"SAI","LIP"
454717.186005124,"SAI","SAY"
450534.590277852,"SAI","MCB"
473241.878859888,"SAI","APA"
488192.365026886,"SAI","CUE"
478599.665445759,"SAI","NHV"
457522.442669506,"SAI","TUY"
456951.476463292,"SAI","AQE"
450777.835530074,"SAI","MTK"
388104.044581549,"SAI","PCA"
409117.363143773,"SAI","TAB"
408662.683047707,"SAI","RXS"
375809.970528209,"SAI","BAT"
352768.396030984,"SAI","BRP"
372890.817028295,"SAI","CUG"
332958.888087875,"SAI","BOP"
359891.068200334,"SAI","SLU"
393828.802182533,"SAI","NAP"
375477.555579357,"SAI","GHG"
418270.989775088,"SAI","TAY"
423327.684221044,"SAI","LZB"
407467.39382128,"SAI","BRT"
438528.713570144,"SAI","TUG"
422823.523582871,"SAI","LOP"
434837.339263393,"SAI","RZP"
429011.912777589,"SAI","NAR"
389382.583475214,"SAI","BTS"
389130.516275069,"SAI","SFS"
226941.88343594,"SAI","SIA"
159906.534071822,"SAI","STR"
358107.385531941,"SAI","BLT"
315097.980491912,"SAI","RTB"
394993.609671725,"SAI","KAT"
395052.436590863,"SAI","ORI"
408337.814577751,"SAI","MAB"
359469.104823871,"SAI","KIP"
436731.241385925,"SAI","CGY"
434695.331778923,"SAI","POL"
444553.035928814,"SAI","ALC"
446632.840743081,"SAI","FAM"
433784.592351787,"SAI","EUQ"
369607.218601323,"SAI","ALE"
345951.492811313,"SAI","CSB"
314874.65667702,"SAI","AHE"
352878.193123008,"SAI","CFA"
287877.13104072,"SAI","CLB"
427806.446745506,"SAI","BNA"
426056.978382424,"SAI","MIO"
423152.659699241,"SAI","BUS"
430339.128822191,"SAI","DPL"
438851.577939863,"SAI","SNO"
414441.474101009,"SAI","BOA"
412813.897057902,"SAI","ORL"
421735.079543448,"SAI","AMU"
