"distance","MunicipalPcode.A","MunicipalPcode.B"
119862.364996205,"CAR","KOL"
142851.241364845,"CAR","MIN"
133719.700029013,"CAR","CAI"
128115.918224538,"CAR","MSA"
135310.042279163,"CAR","KAR"
147590.081459087,"CAR","BAR"
159125.828380776,"CAR","KIN"
143007.500517475,"CAR","SIR"
150818.659117199,"CAR","BAN"
123521.580158591,"CAR","IGN"
131635.643340572,"CAR","SDG"
137751.351651303,"CAR","MTI"
248939.98285451,"CAR","HNG"
229371.946322812,"CAR","TIA"
250382.183449919,"CAR","SPB"
277259.641930473,"CAR","LIG"
292851.187029295,"CAR","SAG"
221475.934819567,"CAR","NAL"
290505.571885931,"CAR","DPG"
315651.182642525,"CAR","MEX"
328362.146295511,"CAR","SAR"
291333.0280223,"CAR","NAB"
343543.428541028,"CAR","LUE"
397896.205812622,"CAR","HNB"
366466.477803512,"CAR","LEG"
368865.214632207,"CAR","VIC"
200247.72824103,"CAR","NAC"
263108.256962601,"CAR","VTO"
181890.059280395,"CAR","BOR"
190070.871968545,"CAR","LPO"
254029.533855204,"CAR","BNG"
204809.651056851,"CAR","NOR"
163658.603607973,"CAR","TGD"
222153.791880722,"CAR","BCT"
268429.39283857,"CAR","PPP"
267951.173306309,"CAR","TTO"
297752.922758064,"CAR","DIN"
275918.926112623,"CAR","HIL"
311874.655331137,"CAR","SAI"
223619.022005342,"CAR","ARY"
270214.673354079,"CAR","TOO"
252340.819934383,"CAR","BSO"
210778.42706086,"CAR","BUR"
220990.737510175,"CAR","PPB"
220306.376517916,"CAR","LAB"
214384.231559619,"CAR","PNB"
206313.140499304,"CAR","BCL"
215939.248924652,"CAR","PMT"
214686.700212473,"CAR","TGW"
195185.271893909,"CAR","CDB"
204478.870059992,"CAR","XSO"
191769.927246092,"CAR","BMN"
202940.22193152,"CAR","TGT"
190105.363677777,"CAR","PDC"
195099.472913259,"CAR","CUR"
188275.660276953,"CAR","ZAM"
205422.894616203,"CAR","AOO"
206459.481292267,"CAR","SIY"
196157.167251378,"CAR","DIC"
193035.707908704,"CAR","PAG"
203856.063575236,"CAR","MSB"
186835.225760345,"CAR","KAS"
196008.655362068,"CAR","VTL"
185429.106887773,"CAR","CGP"
198750.14858736,"CAR","SMA"
180449.512358321,"CAR","BLU"
183556.222086868,"CAR","SJI"
192554.162864545,"CAR","KUM"
177143.976413531,"CAR","CLM"
91293.0503422044,"CAR","TON"
114757.623715398,"CAR","GUN"
135155.524268267,"CAR","UPT"
142107.810315278,"CAR","DAR"
119390.773634456,"CAR","LOB"
148698.92264539,"CAR","LEY"
101293.573167875,"CAR","ALB"
52738.8160435695,"CAR","TAL"
63117.2468651501,"CAR","FLB"
42474.308410959,"CAR","ANG"
395941.275104472,"CAR","LTB"
399231.226017585,"CAR","BAY"
382956.688088848,"CAR","PTR"
389266.493761481,"CAR","MAN"
381050.616913863,"CAR","HIM"
389430.447674487,"CAR","SMR"
397727.236499073,"CAR","IRN"
384815.462539052,"CAR","SSI"
351911.732060545,"CAR","TLD"
331370.257304349,"CAR","PGA"
339839.802811101,"CAR","LUB"
361367.256443157,"CAR","PGS"
364111.24262872,"CAR","POR"
374402.593288481,"CAR","MLB"
374070.031658505,"CAR","SOR"
371607.727744364,"CAR","TAS"
380469.669692578,"CAR","TLG"
374128.588757472,"CAR","PAN"
363573.653259895,"CAR","CDO"
349908.90062196,"CAR","OTP"
392702.123707856,"CAR","OZC"
389089.326309356,"CAR","GAP"
402241.146243106,"CAR","TBU"
401234.101755011,"CAR","TIW"
374875.465591177,"CAR","CAV"
351936.240179866,"CAR","SAE"
334822.606538402,"CAR","SPO"
351271.36470218,"CAR","MLL"
328790.694599593,"CAR","ABU"
367589.514503504,"CAR","TUI"
349470.257958255,"CAR","SAM"
374093.593660536,"CAR","MLO"
359346.856164923,"CAR","MPH"
391538.799510737,"CAR","ROM"
390208.040285494,"CAR","AAV"
318727.445251912,"MTP","MNL"
83543.5873565129,"MTP","CHO"
108739.62502391,"MTP","IND"
78045.2993098508,"MTP","STO"
84815.1071992163,"MTP","TZA"
108075.485509223,"MTP","MNU"
97108.2017896514,"MTP","VIL"
89581.4877399141,"MTP","SIL"
70065.3538106006,"MTP","NAN"
55682.9227023733,"MTP","STF"
39318.8129447969,"MTP","NAI"
82182.7703963748,"MTP","GTR"
52379.4889196244,"MTP","NOV"
42608.0936224791,"MTP","MIC"
63359.217296074,"MTP","DAS"
116599.77755999,"MTP","TAC"
137879.446979567,"MTP","MRA"
130462.607773691,"MTP","TEN"
145912.72588907,"MTP","MAU"
124086.501456879,"MTP","PLW"
142123.391934536,"MTP","PIL"
133762.151374728,"MTP","GUA"
109906.306669156,"MTP","KWT"
87638.2434119137,"MTP","AMA"
100534.127181776,"MTP","TAR"
90220.6179815126,"MTP","MBC"
103051.550465834,"MTP","MTN"
101302.962462546,"MTP","PLL"
57372.0384824693,"MTP","MNI"
48426.4885785314,"MTP","SUT"
17840.938927833,"MTP","CAR"
0,"MTP","MTP"
95190.2630778183,"MTP","BOO"
86165.6989397348,"MTP","CGI"
63591.5814521442,"MTP","ODI"
51247.2611502522,"MTP","IMU"
53328.4360868745,"MTP","KLR"
66690.4815952643,"MTP","APN"
59456.7225642923,"MTP","TAT"
81385.4683515639,"MTP","BAC"
80561.710036585,"MTP","RSO"
338051.495970638,"MTP","STT"
324209.764953968,"MTP","CLT"
317387.143657387,"MTP","SJ2"
318858.011153668,"MTP","TAA"
313154.583964238,"MTP","STS"
312864.537592971,"MTP","BLY"
315743.592727081,"MTP","CLG"
301947.335090619,"MTP","LBA"
309081.608195572,"MTP","PGC"
284839.060785067,"MTP","GUM"
298282.317709578,"MTP","LAU"
308659.640171538,"MTP","ALM"
324888.063261069,"MTP","MLV"
315671.752551169,"MTP","NUG"
285467.853966412,"MTP","AGO"
255625.856527752,"MTP","STA"
275360.945267212,"MTP","TNA"
262573.023091565,"MTP","CPC"
304109.174327414,"MTP","BTG"
295154.070125828,"MTP","PAR"
289054.331277835,"MTP","CRA"
263065.278410406,"MTP","QPT"
274706.197709493,"MTP","LBO"
250963.273862592,"MTP","ALI"
236720.403230858,"MTP","IBN"
310293.974108537,"MTP","BAU"
316569.615123493,"MTP","LEM"
311715.968124551,"MTP","LIP"
305750.136526473,"MTP","SAY"
295695.069259426,"MTP","MCB"
335928.185939072,"MTP","APA"
353666.158925069,"MTP","CUE"
353112.809306798,"MTP","NHV"
325712.388683159,"MTP","TUY"
329897.680886228,"MTP","AQE"
323754.781676121,"MTP","MTK"
183723.697919884,"MTP","PCA"
184946.496511085,"MTP","TAB"
195680.322697998,"MTP","RXS"
165856.216182335,"MTP","BAT"
174150.045241985,"MTP","BRP"
194911.586190264,"MTP","CUG"
202686.718135083,"MTP","BOP"
208399.536813384,"MTP","SLU"
216148.838906558,"MTP","NAP"
215391.253377868,"MTP","GHG"
192603.654954857,"MTP","TAY"
199802.552900377,"MTP","LZB"
209657.71593479,"MTP","BRT"
219759.523324572,"MTP","TUG"
208218.237998915,"MTP","LOP"
209286.275515736,"MTP","RZP"
205883.870965836,"MTP","NAR"
165357.40454572,"MTP","BTS"
168802.248113825,"MTP","SFS"
198617.706160971,"MTP","SIA"
181448.65231616,"MTP","STR"
158322.62822979,"MTP","BLT"
136900.607532214,"MTP","RTB"
153824.571990222,"MTP","KAT"
136660.712405758,"MTP","ORI"
174693.695604631,"MTP","MAB"
100443.778305163,"MTP","KIP"
170334.524702215,"MTP","CGY"
174957.46338368,"MTP","POL"
159728.335643734,"MTP","ALC"
169151.329377639,"MTP","FAM"
160722.10904787,"MTP","EUQ"
137660.606686672,"MTP","ALE"
131134.05821502,"MTP","CSB"
79613.5356283665,"MTP","AHE"
118767.322908634,"MTP","CFA"
94637.9225114686,"MTP","CLB"
182932.43329461,"MTP","BNA"
173090.055859178,"MTP","MIO"
191267.579693849,"MTP","BUS"
195572.670925431,"MTP","DPL"
197952.95034116,"MTP","SNO"
159172.937622526,"MTP","BOA"
149627.069666496,"MTP","ORL"
157735.078333919,"MTP","AMU"
207844.111914325,"MTP","KAL"
195151.317565338,"MTP","CNN"
181152.613302019,"MTP","ROD"
198945.166388095,"MTP","SLM"
194578.46984693,"MTP","LUN"
188036.700554124,"MTP","GGM"
203306.650178037,"MTP","BIN"
202229.174808862,"MTP","BTC"
192322.861260708,"MTP","SC2"
198317.070951346,"MTP","MEY"
195511.025214461,"MTP","AGT"
188628.189632885,"MTP","PSL"
187156.317681202,"MTP","LAO"
188200.235641419,"MTP","BLC"
174916.986100981,"MTP","VZA"
180961.978077674,"MTP","VIG"
175019.951515267,"MTP","CND"
189917.679907288,"MTP","LAC"
187913.81873338,"MTP","4BA"
183353.874178214,"MTP","BUN"
193998.399689142,"MTP","BMB"
180143.822732136,"MTP","CBT"
132366.034537165,"MTP","ARI"
96204.0479150264,"MTP","TNY"
118012.944017675,"MTP","KIW"
112355.781708124,"MTP","TBC"
111011.878598655,"MTP","URD"
126310.323628709,"MTP","IBA"
119280.259179447,"MTP","TOB"
122511.867108616,"MTP","KLM"
143030.892029896,"MTP","DUL"
104842.862057683,"MTP","PGB"
147221.571628363,"MTP","CDY"
121431.984544651,"MTP","TLS"
135448.672879378,"MTP","ANT"
140460.613987175,"MTP","TGL"
121888.519580101,"MTP","KOL"
147068.917904233,"MTP","MIN"
138065.867597978,"MTP","CAI"
131667.228456095,"MTP","MSA"
141041.956633906,"MTP","KAR"
155899.544003033,"MTP","BAR"
167047.91627388,"MTP","KIN"
149441.653433562,"MTP","SIR"
157858.620111016,"MTP","BAN"
132194.722013402,"MTP","IGN"
141465.583777991,"MTP","SDG"
146549.490861262,"MTP","MTI"
237476.648708048,"MTP","HNG"
216999.45128008,"MTP","TIA"
241933.557807372,"MTP","SPB"
270487.747220832,"MTP","LIG"
280955.979267524,"MTP","SAG"
211945.083637132,"MTP","NAL"
280122.952439826,"MTP","DPG"
302571.634587547,"MTP","MEX"
316742.839919598,"MTP","SAR"
277932.438983124,"MTP","NAB"
330976.286095708,"MTP","LUE"
385350.07247154,"MTP","HNB"
353765.958170858,"MTP","LEG"
357109.989121543,"MTP","VIC"
186918.577397206,"MTP","NAC"
249361.935394398,"MTP","VTO"
181148.676860345,"MTP","BOR"
183568.493022501,"MTP","LPO"
251868.955156918,"MTP","BNG"
205826.532799781,"MTP","NOR"
160447.818517733,"MTP","TGD"
220280.886309278,"MTP","BCT"
264358.544564041,"MTP","PPP"
271813.512915151,"MTP","TTO"
297415.158890316,"MTP","DIN"
277757.9702985,"MTP","HIL"
313249.063431463,"MTP","SAI"
225307.50619479,"MTP","ARY"
269084.348805711,"MTP","TOO"
254004.447925751,"MTP","BSO"
225353.577753758,"MTP","BUR"
235495.276461126,"MTP","PPB"
235716.11027186,"MTP","LAB"
229407.41144361,"MTP","PNB"
220384.607231486,"MTP","BCL"
231662.500282409,"MTP","PMT"
230086.672472166,"MTP","TGW"
208414.274603833,"MTP","CDB"
218076.494509346,"MTP","XSO"
205180.053105763,"MTP","BMN"
218181.644607095,"MTP","TGT"
205496.678781567,"MTP","PDC"
210623.84962344,"MTP","CUR"
203446.253588417,"MTP","ZAM"
220968.364301336,"MTP","AOO"
221455.077710116,"MTP","SIY"
211053.85447925,"MTP","DIC"
207794.123581967,"MTP","PAG"
218595.601005443,"MTP","MSB"
201772.615782788,"MTP","KAS"
210333.091662185,"MTP","VTL"
199799.065987922,"MTP","CGP"
212632.13689249,"MTP","SMA"
193765.605651199,"MTP","BLU"
197536.83156295,"MTP","SJI"
206442.53653556,"MTP","KUM"
190914.617028099,"MTP","CLM"
80100.6208896257,"MTP","TON"
111843.21785696,"MTP","GUN"
126692.613050615,"MTP","UPT"
136515.477032037,"MTP","DAR"
102472.037767789,"MTP","LOB"
135546.864393254,"MTP","LEY"
85616.9866616525,"MTP","ALB"
48754.8892200893,"MTP","TAL"
65080.995232439,"MTP","FLB"
27965.8616099949,"MTP","ANG"
413777.009456061,"MTP","LTB"
417051.351871048,"MTP","BAY"
400793.01766175,"MTP","PTR"
407009.959541701,"MTP","MAN"
398867.219923137,"MTP","HIM"
407230.476816935,"MTP","SMR"
415565.922326181,"MTP","IRN"
402654.395029709,"MTP","SSI"
369701.790907338,"MTP","TLD"
349205.47919168,"MTP","PGA"
357606.607522055,"MTP","LUB"
379199.114490393,"MTP","PGS"
381871.381606646,"MTP","POR"
392243.058283675,"MTP","MLB"
391848.513951002,"MTP","SOR"
389423.733122356,"MTP","TAS"
398228.602692482,"MTP","TLG"
391937.569457299,"MTP","PAN"
381411.577863995,"MTP","CDO"
367489.596982999,"MTP","OTP"
410406.309771959,"MTP","OZC"
406878.049111474,"MTP","GAP"
419977.939360411,"MTP","TBU"
419010.980848485,"MTP","TIW"
392426.072764588,"MTP","CAV"
369749.748502035,"MTP","SAE"
352562.656132904,"MTP","SPO"
369111.811419981,"MTP","MLL"
346621.298307336,"MTP","ABU"
385172.118799606,"MTP","TUI"
367062.439218201,"MTP","SAM"
391761.665196337,"MTP","MLO"
376827.362807895,"MTP","MPH"
409216.532899912,"MTP","ROM"
407813.288257045,"MTP","AAV"
412229.724019286,"BOO","MNL"
130128.628624821,"BOO","CHO"
156681.947686232,"BOO","IND"
155798.270634295,"BOO","STO"
123211.715138511,"BOO","TZA"
147421.123065917,"BOO","MNU"
156616.88513595,"BOO","VIL"
150609.582713506,"BOO","SIL"
95998.6130730523,"BOO","NAN"
92580.0307251813,"BOO","STF"
100457.307810545,"BOO","NAI"
78383.9146977522,"BOO","GTR"
106644.304069619,"BOO","NOV"
91090.0626122465,"BOO","MIC"
76172.8707352291,"BOO","DAS"
140415.212919689,"BOO","TAC"
140659.021657537,"BOO","MRA"
157603.777514715,"BOO","TEN"
153201.292567823,"BOO","MAU"
130598.557562757,"BOO","PLW"
162418.023709594,"BOO","PIL"
148960.331844279,"BOO","GUA"
120893.45460808,"BOO","KWT"
99503.4119268296,"BOO","AMA"
122589.10214286,"BOO","TAR"
112534.701148899,"BOO","MBC"
133915.503247364,"BOO","MTN"
108006.240806746,"BOO","PLL"
53452.1235030844,"BOO","MNI"
49697.1518644263,"BOO","SUT"
112968.158869269,"BOO","CAR"
95190.2630778183,"BOO","MTP"
0,"BOO","BOO"
23713.1690071335,"BOO","CGI"
36588.0082481951,"BOO","ODI"
118304.505186949,"BOO","IMU"
144870.181395852,"BOO","KLR"
134597.2367204,"BOO","APN"
136661.477252298,"BOO","TAT"
39547.8069634928,"BOO","BAC"
59423.8326470497,"BOO","RSO"
432099.114011747,"BOO","STT"
418151.302422947,"BOO","CLT"
411225.542242785,"BOO","SJ2"
412983.24064533,"BOO","TAA"
407098.58417206,"BOO","STS"
406661.66165254,"BOO","BLY"
408846.002388548,"BOO","CLG"
396072.731549025,"BOO","LBA"
402850.099342794,"BOO","PGC"
376305.29449718,"BOO","GUM"
393432.519871884,"BOO","LAU"
403305.68303833,"BOO","ALM"
419646.987077426,"BOO","MLV"
410317.89586478,"BOO","NUG"
379736.989249541,"BOO","AGO"
350414.203933757,"BOO","STA"
369261.277999526,"BOO","TNA"
357591.914216384,"BOO","CPC"
397392.091794839,"BOO","BTG"
388798.216921396,"BOO","PAR"
382173.985622369,"BOO","CRA"
356465.872650346,"BOO","QPT"
367524.935699227,"BOO","LBO"
345122.558154941,"BOO","ALI"
330593.101881094,"BOO","IBN"
402300.266392813,"BOO","BAU"
408422.136451139,"BOO","LEM"
404453.373261822,"BOO","LIP"
398167.803980178,"BOO","SAY"
387830.784974343,"BOO","MCB"
428630.767756149,"BOO","APA"
446211.595271641,"BOO","CUE"
446394.756665906,"BOO","NHV"
419080.389999551,"BOO","TUY"
423515.056631183,"BOO","AQE"
417492.810316401,"BOO","MTK"
274842.928542085,"BOO","PCA"
272188.855875998,"BOO","TAB"
284435.209127378,"BOO","RXS"
257394.007643519,"BOO","BAT"
268546.737702079,"BOO","BRP"
288536.182234841,"BOO","CUG"
297852.092660384,"BOO","BOP"
303228.894865874,"BOO","SLU"
308877.470792264,"BOO","NAP"
309614.5340317,"BOO","GHG"
278819.576163882,"BOO","TAY"
285927.211119446,"BOO","LZB"
300122.07908254,"BOO","BRT"
305449.048424199,"BOO","TUG"
295703.051180799,"BOO","LOP"
294119.758655552,"BOO","RZP"
291604.638247107,"BOO","NAR"
254393.040850745,"BOO","BTS"
258284.711976008,"BOO","SFS"
283575.247267894,"BOO","SIA"
246769.840905877,"BOO","STR"
251683.182620695,"BOO","BLT"
232088.535802719,"BOO","RTB"
239848.420257666,"BOO","KAT"
219247.487836584,"BOO","ORI"
260541.015283133,"BOO","MAB"
188614.115177111,"BOO","KIP"
244583.065646981,"BOO","CGY"
251738.58827784,"BOO","POL"
224149.545722223,"BOO","ALC"
237280.838847176,"BOO","FAM"
232762.745614593,"BOO","EUQ"
227770.032058054,"BOO","ALE"
224597.174253317,"BOO","CSB"
174626.526544806,"BOO","AHE"
210480.912036333,"BOO","CFA"
188645.826020493,"BOO","CLB"
264536.13632807,"BOO","BNA"
252891.029460004,"BOO","MIO"
275992.667408994,"BOO","BUS"
279082.609550354,"BOO","DPL"
279341.576263882,"BOO","SNO"
239825.101026014,"BOO","BOA"
228303.551879232,"BOO","ORL"
234875.359609414,"BOO","AMU"
269563.280026875,"BOO","KAL"
256788.111633377,"BOO","CNN"
237945.922551207,"BOO","ROD"
258257.737994589,"BOO","SLM"
250029.238662871,"BOO","LUN"
240076.935826685,"BOO","GGM"
267667.237244906,"BOO","BIN"
271920.268142151,"BOO","BTC"
263818.985334012,"BOO","SC2"
271192.951159071,"BOO","MEY"
264919.500722375,"BOO","AGT"
263251.259987118,"BOO","PSL"
260165.52630516,"BOO","LAO"
251468.222467961,"BOO","BLC"
238904.558929758,"BOO","VZA"
246692.409403101,"BOO","VIG"
235521.837703701,"BOO","CND"
255290.958796531,"BOO","LAC"
256715.729995834,"BOO","4BA"
254875.211842415,"BOO","BUN"
260311.092974786,"BOO","BMB"
248198.491598637,"BOO","CBT"
189611.898967201,"BOO","ARI"
169151.553812774,"BOO","TNY"
174170.569693213,"BOO","KIW"
177315.164986499,"BOO","TBC"
165947.824892725,"BOO","URD"
177055.209490543,"BOO","IBA"
178881.950566725,"BOO","TOB"
194236.858058633,"BOO","KLM"
219357.809682624,"BOO","DUL"
184436.03202882,"BOO","PGB"
217447.685466453,"BOO","CDY"
201819.28318963,"BOO","TLS"
210015.387578616,"BOO","ANT"
181277.447705657,"BOO","TGL"
161629.558754525,"BOO","KOL"
190860.499983791,"BOO","MIN"
183842.390255313,"BOO","CAI"
175433.009509605,"BOO","MSA"
191794.476691995,"BOO","KAR"
214753.437160172,"BOO","BAR"
223254.683620878,"BOO","KIN"
201766.189838528,"BOO","SIR"
211540.541236488,"BOO","BAN"
195112.21885489,"BOO","IGN"
207475.869318457,"BOO","SDG"
208248.702075282,"BOO","MTI"
201897.099472345,"BOO","HNG"
176902.075801409,"BOO","TIA"
225731.147258627,"BOO","SPB"
261941.658748836,"BOO","LIG"
239043.85503747,"BOO","SAG"
192121.010224824,"BOO","NAL"
248550.74888795,"BOO","DPG"
250989.213248187,"BOO","MEX"
274789.080851866,"BOO","SAR"
225245.709198316,"BOO","NAB"
281819.385636102,"BOO","LUE"
334480.903895798,"BOO","HNB"
302819.295971318,"BOO","LEG"
312546.345329328,"BOO","VIC"
143210.935590072,"BOO","NAC"
195820.645642113,"BOO","VTO"
212813.72665063,"BOO","BOR"
185917.886718505,"BOO","LPO"
269719.026298765,"BOO","BNG"
242691.566318083,"BOO","NOR"
183676.659271147,"BOO","TGD"
242276.959639037,"BOO","BCT"
271336.574415032,"BOO","PPP"
316690.422512231,"BOO","TTO"
321423.019326125,"BOO","DIN"
313208.41238769,"BOO","HIL"
344760.906413433,"BOO","SAI"
263492.480101509,"BOO","ARY"
290858.521725289,"BOO","TOO"
290049.864309084,"BOO","BSO"
305155.40923765,"BOO","BUR"
314760.112541344,"BOO","PPB"
318824.499601225,"BOO","LAB"
310996.325868179,"BOO","PNB"
298225.623295685,"BOO","BCL"
316180.595332282,"BOO","PMT"
313254.909994634,"BOO","TGW"
283193.501954042,"BOO","CDB"
294032.411419976,"BOO","XSO"
280809.336287492,"BOO","BMN"
300917.977426686,"BOO","TGT"
289119.413571681,"BOO","PDC"
294684.79327704,"BOO","CUR"
286220.035895797,"BOO","ZAM"
304918.255377818,"BOO","AOO"
303099.12412054,"BOO","SIY"
292531.528793683,"BOO","DIC"
288790.663433806,"BOO","PAG"
299243.979597041,"BOO","MSB"
283647.566224918,"BOO","KAS"
289497.268653355,"BOO","VTL"
279456.760255186,"BOO","CGP"
289925.18258148,"BOO","SMA"
269452.874420122,"BOO","BLU"
275716.726267941,"BOO","SJI"
283958.094146396,"BOO","KUM"
268500.496894422,"BOO","CLM"
90177.5298700566,"BOO","TON"
147283.364364313,"BOO","GUN"
130503.996624851,"BOO","UPT"
152997.568254173,"BOO","DAR"
43822.647860316,"BOO","LOB"
104552.42443071,"BOO","LEY"
57340.6448736885,"BOO","ALB"
108761.616167629,"BOO","TAL"
132000.374096505,"BOO","FLB"
80311.3462686166,"BOO","ANG"
508453.422536456,"BOO","LTB"
512165.341694575,"BOO","BAY"
495484.925723802,"BOO","PTR"
500752.035132162,"BOO","MAN"
493275.67557383,"BOO","HIM"
501460.146644657,"BOO","SMR"
510532.043440349,"BOO","IRN"
497616.628350955,"BOO","SSI"
463858.440572196,"BOO","TLD"
443890.132440492,"BOO","PGA"
451573.244470459,"BOO","LUB"
473816.115620221,"BOO","PGS"
475765.049094267,"BOO","POR"
487059.902406495,"BOO","MLB"
485888.554930605,"BOO","SOR"
483829.335363818,"BOO","TAS"
492100.444847423,"BOO","TLG"
487085.769999024,"BOO","PAN"
476395.06655075,"BOO","CDO"
462466.023083547,"BOO","OTP"
505562.811794793,"BOO","OZC"
502057.433927184,"BOO","GAP"
515160.41517802,"BOO","TBU"
514198.32255482,"BOO","TIW"
487340.236932995,"BOO","CAV"
464886.721051704,"BOO","SAE"
447747.472826115,"BOO","SPO"
464032.685074105,"BOO","MLL"
441683.877150511,"BOO","ABU"
477827.930408863,"BOO","TUI"
459806.566904701,"BOO","SAM"
484969.684887488,"BOO","MLO"
468872.24908572,"BOO","MPH"
502472.774781724,"BOO","ROM"
500582.962913092,"BOO","AAV"
397854.572277411,"CGI","MNL"
108321.273293895,"CGI","CHO"
134294.58724335,"CGI","IND"
137759.590151148,"CGI","STO"
100843.622078984,"CGI","TZA"
124517.795100914,"CGI","MNU"
135490.952895362,"CGI","VIL"
129855.237689952,"CGI","SIL"
73786.7721725512,"CGI","NAN"
72111.1695877651,"CGI","STF"
83022.9279595221,"CGI","NAI"
54818.339528838,"CGI","GTR"
87299.347905825,"CGI","NOV"
72804.1206173772,"CGI","MIC"
54356.0237100917,"CGI","DAS"
116831.162275712,"CGI","TAC"
117196.362876819,"CGI","MRA"
134000.273047594,"CGI","TEN"
129667.367566771,"CGI","MAU"
106942.907683296,"CGI","PLW"
138705.467641455,"CGI","PIL"
125251.903591851,"CGI","GUA"
97185.7742163227,"CGI","KWT"
76049.1321652473,"CGI","AMA"
99137.5517956899,"CGI","TAR"
89295.3918352172,"CGI","MBC"
110712.582400845,"CGI","MTN"
84302.6653006873,"CGI","PLL"
34616.8360219058,"CGI","MNI"
37740.982876962,"CGI","SUT"
103184.839292892,"CGI","CAR"
86165.6989397348,"CGI","MTP"
23713.1690071335,"CGI","BOO"
0,"CGI","CGI"
41830.6843554976,"CGI","ODI"
100083.673200708,"CGI","IMU"
131382.590405585,"CGI","KLR"
115527.429732558,"CGI","APN"
119266.897829669,"CGI","TAT"
15913.2539917254,"CGI","BAC"
35783.8536999285,"CGI","RSO"
418255.784666662,"CGI","STT"
404213.9263293,"CGI","CLT"
397190.08570375,"CGI","SJ2"
399270.718420917,"CGI","TAA"
393187.448097136,"CGI","STS"
392592.507824569,"CGI","BLY"
394122.789414143,"CGI","CLG"
382397.012297897,"CGI","LBA"
388759.656170867,"CGI","PGC"
370788.039644996,"CGI","GUM"
382984.331904786,"CGI","LAU"
390359.98835057,"CGI","ALM"
406879.420259188,"CGI","MLV"
397358.762823724,"CGI","NUG"
366280.209723794,"CGI","AGO"
337852.352207679,"CGI","STA"
355394.253058428,"CGI","TNA"
345576.222294635,"CGI","CPC"
382851.631777409,"CGI","BTG"
374615.503734853,"CGI","PAR"
367532.714385102,"CGI","CRA"
342143.291873645,"CGI","QPT"
352683.634911055,"CGI","LBO"
331621.391258519,"CGI","ALI"
316815.00969346,"CGI","IBN"
386782.934625596,"CGI","BAU"
392789.177427686,"CGI","LEM"
389448.430407186,"CGI","LIP"
382942.809644674,"CGI","SAY"
372438.67970738,"CGI","MCB"
413543.019763839,"CGI","APA"
430968.924324114,"CGI","CUE"
431746.827155478,"CGI","NHV"
404565.694821843,"CGI","TUY"
409226.706646792,"CGI","AQE"
403338.653830988,"CGI","MTK"
259312.970911753,"CGI","PCA"
254962.50014195,"CGI","TAB"
267717.476253623,"CGI","RXS"
242218.630330383,"CGI","BAT"
255647.175153802,"CGI","BRP"
274682.379837714,"CGI","CUG"
287456.599114277,"CGI","BOP"
290890.822304165,"CGI","SLU"
294183.95159979,"CGI","NAP"
296312.285500016,"CGI","GHG"
261185.59162797,"CGI","TAY"
268215.057009846,"CGI","LZB"
284099.232238732,"CGI","BRT"
287475.421982361,"CGI","TUG"
278413.541556284,"CGI","LOP"
275940.305860523,"CGI","RZP"
273722.438499007,"CGI","NAR"
238009.592285114,"CGI","BTS"
242064.870564159,"CGI","SFS"
281643.023828012,"CGI","SIA"
251503.529314063,"CGI","STR"
237803.962797295,"CGI","BLT"
221625.016629499,"CGI","RTB"
222471.168914917,"CGI","KAT"
201081.310102245,"CGI","ORI"
242920.340214786,"CGI","MAB"
172670.263819406,"CGI","KIP"
224302.093066561,"CGI","CGY"
231878.663067093,"CGI","POL"
202570.52943244,"CGI","ALC"
216078.406413397,"CGI","FAM"
212210.058870154,"CGI","EUQ"
212110.675603474,"CGI","ALE"
211012.225362992,"CGI","CSB"
163487.775226298,"CGI","AHE"
195838.668567609,"CGI","CFA"
180795.131207492,"CGI","CLB"
245660.279555972,"CGI","BNA"
233674.424023438,"CGI","MIO"
257899.249064627,"CGI","BUS"
260610.164858622,"CGI","DPL"
260302.017376518,"CGI","SNO"
220933.31744934,"CGI","BOA"
209077.245920502,"CGI","ORL"
215249.251749365,"CGI","AMU"
247336.793897817,"CGI","KAL"
234627.486957509,"CGI","CNN"
215428.248593392,"CGI","ROD"
235850.709110468,"CGI","SLM"
227321.470014699,"CGI","LUN"
217159.186969073,"CGI","GGM"
245747.819154772,"CGI","BIN"
250680.830073215,"CGI","BTC"
242912.181707358,"CGI","SC2"
250460.946909559,"CGI","MEY"
243685.137705288,"CGI","AGT"
242883.334242446,"CGI","PSL"
239536.020759331,"CGI","LAO"
229524.769674673,"CGI","BLC"
217140.531180683,"CGI","VZA"
225085.18876426,"CGI","VIG"
213387.18048619,"CGI","CND"
233575.24426094,"CGI","LAC"
235451.613796034,"CGI","4BA"
234039.872392321,"CGI","BUN"
238680.911942469,"CGI","BMB"
226893.071494272,"CGI","CBT"
167598.880094355,"CGI","ARI"
149768.450969052,"CGI","TNY"
152275.290639785,"CGI","KIW"
156456.178834216,"CGI","TBC"
144070.592225489,"CGI","URD"
154584.132018998,"CGI","IBA"
157297.091151144,"CGI","TOB"
174127.615346412,"CGI","KLM"
199742.405141166,"CGI","DUL"
166079.624261662,"CGI","PGB"
196766.405699397,"CGI","CDY"
183341.703338462,"CGI","TLS"
190179.65548333,"CGI","ANT"
158052.941893545,"CGI","TGL"
138542.233364195,"CGI","KOL"
167727.42028456,"CGI","MIN"
160900.225368625,"CGI","CAI"
152442.891849829,"CGI","MSA"
